rivals_school_name,rivals_school_id,school_id,conf_id
bostoncollege,10,Boston,ACC
clemson,1,Clemson,ACC
duke,2,Duke,ACC
floridastate,3,FSU,ACC
georgiatech,4,Georgia,ACC
louisville,100,Louisville,ACC
miami,11,Miami,ACC
ncstate,7,NC State,ACC
northcarolina,6,UNC,ACC
pittsburgh,12,Pitt,ACC
syracuse,14,Syracuse,ACC
virginia,8,virginia,ACC
virginiatech,16,virginia,ACC
wakeforest,9,Wake,ACC
