name,class,pos,rate,star,school,conf,year
Cormontae Hamilton,recruit,TE,5.8,4,Ohio State,BIG10,2019
Milton  Wright,recruit,WR,5.8,4,Purdue,BIG10,2019
David Bell,recruit,WR,5.9,4,Purdue,BIG10,2019
TJ Sheffield,recruit,WR,5.6,3,Purdue,BIG10,2019
King Doerue,recruit,RB,5.7,3,Purdue,BIG10,2019
Mershawn Rice,recruit,ATH,5.8,4,Purdue,BIG10,2019
Paul Piferi,recruit,QB,5.5,3,Purdue,BIG10,2019
Da'Joun Hewitt,recruit,RB,5.5,3,Purdue,BIG10,2019
Garrett Miller,recruit,TE,5.5,3,Purdue,BIG10,2019
Kyle Bilodeau,recruit,TE,5.6,3,Purdue,BIG10,2019
Monterio Hunt,recruit,WR,5.5,3,Rutgers,BIG10,2019
Stanley King,recruit,WR,5.6,3,Rutgers,BIG10,2019
Isaiah Washington,recruit,WR,5.6,3,Rutgers,BIG10,2019
Aaron Young,recruit,RB,5.7,3,Rutgers,BIG10,2019
Kay'Ron Adams,recruit,RB,5.6,3,Rutgers,BIG10,2019
Brian Ugwu,recruit,ATH,5.5,3,Rutgers,BIG10,2019
Zukudo Igwenagu,recruit,ATH,5.7,3,Rutgers,BIG10,2019
Zamar Wise,recruit,QB,5.6,3,Rutgers,BIG10,2019
Cole Snyder,recruit,QB,5.5,3,Rutgers,BIG10,2019
Stephan Bracey,recruit,WR,5.5,3,Wisconsin,BIG10,2019
Julius Davis,recruit,RB,5.7,3,Wisconsin,BIG10,2019
Dean Engram,recruit,ATH,5.6,3,Wisconsin,BIG10,2019
Graham Mertz,recruit,QB,6.0,4,Wisconsin,BIG10,2019
Quan Easterling,recruit,RB,5.4,2,Wisconsin,BIG10,2019
Clay Cundiff,recruit,TE,5.6,3,Wisconsin,BIG10,2019
Hayden Rucci,recruit,TE,5.8,4,Wisconsin,BIG10,2019
